batch_id,template_id,position,transcript_id,model_id,game,experiment,instance,domain
WCC-06,WCC-06,2,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,clem_outofdomain
WCC-06,WCC-06,3,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00002,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00002,clem_outofdomain
WCC-06,WCC-06,4,qwen27b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,qwen27b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,clem_outofdomain
WCC-06,WCC-06,5,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-07,WCC-07,1,cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00005,cityuol2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00005,clem_outofdomain
WCC-07,WCC-07,2,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,clem_outofdomain
WCC-07,WCC-07,3,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,clem_outofdomain
WCC-07,WCC-07,4,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-07,WCC-07,5,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,clem_outofdomain
WCC-07,WCC-07,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00004,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00004,clem_outofdomain
WCC-08,WCC-08,1,cityuol2b__wordle-crazy_withclue__high_frequency_words_clue_no_critic__instance_00007,cityuol2b,wordle-crazy_withclue,high_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-08,WCC-08,2,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,clem_outofdomain
WCC-08,WCC-08,3,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00006,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00006,clem_outofdomain
WCC-08,WCC-08,4,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,clem_outofdomain
WCC-08,WCC-08,5,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00007,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00007,clem_outofdomain
WCC-08,WCC-08,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,clem_outofdomain
WCC-09,WCC-09,1,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00001,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00001,clem_outofdomain
WCC-09,WCC-09,2,cityuol2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00013,cityuol2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00013,clem_outofdomain
WCC-09,WCC-09,3,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00012,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00012,clem_outofdomain
WCC-09,WCC-09,4,dair2b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00017,dair2b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00017,clem_outofdomain
WCC-09,WCC-09,5,llp9b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00011,llp9b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00011,clem_outofdomain
WCC-09,WCC-09,6,qwen27b__wordle-crazy_withclue__medium_frequency_words_clue_no_critic__instance_00015,qwen27b,wordle-crazy_withclue,medium_frequency_words_clue_no_critic,instance_00015,clem_outofdomain
