transcript_id,model_id,model_folder,model_name,domain,game,experiment,instance,source_path
dair2b__imagegame__compact_grids__instance_00014,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00014,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00014/interactions.json
llp9b__imagegame__compact_grids__instance_00014,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00014,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00014/interactions.json
qwen27b__imagegame__compact_grids__instance_00014,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00014,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00014/interactions.json
cityuol2b__imagegame__compact_grids__instance_00017,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,compact_grids,instance_00017,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/compact_grids/instance_00017/interactions.json
dair2b__imagegame__compact_grids__instance_00017,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,compact_grids,instance_00017,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/compact_grids/instance_00017/interactions.json
llp9b__imagegame__compact_grids__instance_00017,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,compact_grids,instance_00017,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/compact_grids/instance_00017/interactions.json
qwen27b__imagegame__compact_grids__instance_00017,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,compact_grids,instance_00017,games_final/clem_indomain/qwen3.5-27b/imagegame/compact_grids/instance_00017/interactions.json
cityuol2b__imagegame__random_grids__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00001,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00001/interactions.json
dair2b__imagegame__random_grids__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00001,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00001/interactions.json
llp9b__imagegame__random_grids__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00001,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00001/interactions.json
qwen27b__imagegame__random_grids__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00001,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00001/interactions.json
cityuol2b__imagegame__random_grids__instance_00004,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00004,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00004/interactions.json
dair2b__imagegame__random_grids__instance_00004,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00004,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00004/interactions.json
llp9b__imagegame__random_grids__instance_00004,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00004,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00004/interactions.json
qwen27b__imagegame__random_grids__instance_00004,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00004,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00004/interactions.json
cityuol2b__imagegame__random_grids__instance_00006,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00006,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00006/interactions.json
dair2b__imagegame__random_grids__instance_00006,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00006,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00006/interactions.json
llp9b__imagegame__random_grids__instance_00006,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00006,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00006/interactions.json
qwen27b__imagegame__random_grids__instance_00006,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00006,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00006/interactions.json
cityuol2b__imagegame__random_grids__instance_00012,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00012,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00012/interactions.json
dair2b__imagegame__random_grids__instance_00012,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00012,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00012/interactions.json
llp9b__imagegame__random_grids__instance_00012,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00012,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00012/interactions.json
qwen27b__imagegame__random_grids__instance_00012,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00012,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00012/interactions.json
cityuol2b__imagegame__random_grids__instance_00015,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00015,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00015/interactions.json
dair2b__imagegame__random_grids__instance_00015,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00015,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00015/interactions.json
llp9b__imagegame__random_grids__instance_00015,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00015,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00015/interactions.json
qwen27b__imagegame__random_grids__instance_00015,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00015,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00015/interactions.json
cityuol2b__imagegame__random_grids__instance_00016,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,imagegame,random_grids,instance_00016,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/imagegame/random_grids/instance_00016/interactions.json
dair2b__imagegame__random_grids__instance_00016,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,imagegame,random_grids,instance_00016,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/imagegame/random_grids/instance_00016/interactions.json
llp9b__imagegame__random_grids__instance_00016,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,imagegame,random_grids,instance_00016,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/imagegame/random_grids/instance_00016/interactions.json
qwen27b__imagegame__random_grids__instance_00016,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,imagegame,random_grids,instance_00016,games_final/clem_indomain/qwen3.5-27b/imagegame/random_grids/instance_00016/interactions.json
cityuol2b__privateshared__job-interview__instance_00001,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,job-interview,instance_00001,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/job-interview/instance_00001/interactions.json
dair2b__privateshared__job-interview__instance_00001,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,job-interview,instance_00001,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/job-interview/instance_00001/interactions.json
llp9b__privateshared__job-interview__instance_00001,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,job-interview,instance_00001,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/job-interview/instance_00001/interactions.json
qwen27b__privateshared__job-interview__instance_00001,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,job-interview,instance_00001,games_final/clem_indomain/qwen3.5-27b/privateshared/job-interview/instance_00001/interactions.json
cityuol2b__privateshared__job-interview__instance_00002,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,job-interview,instance_00002,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/job-interview/instance_00002/interactions.json
dair2b__privateshared__job-interview__instance_00002,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,job-interview,instance_00002,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/job-interview/instance_00002/interactions.json
llp9b__privateshared__job-interview__instance_00002,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,job-interview,instance_00002,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/job-interview/instance_00002/interactions.json
qwen27b__privateshared__job-interview__instance_00002,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,job-interview,instance_00002,games_final/clem_indomain/qwen3.5-27b/privateshared/job-interview/instance_00002/interactions.json
cityuol2b__privateshared__job-interview__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,job-interview,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/job-interview/instance_00008/interactions.json
dair2b__privateshared__job-interview__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,job-interview,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/job-interview/instance_00008/interactions.json
llp9b__privateshared__job-interview__instance_00008,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,job-interview,instance_00008,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/job-interview/instance_00008/interactions.json
qwen27b__privateshared__job-interview__instance_00008,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,job-interview,instance_00008,games_final/clem_indomain/qwen3.5-27b/privateshared/job-interview/instance_00008/interactions.json
cityuol2b__privateshared__letter-number__instance_00000,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,letter-number,instance_00000,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/letter-number/instance_00000/interactions.json
dair2b__privateshared__letter-number__instance_00000,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,letter-number,instance_00000,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/letter-number/instance_00000/interactions.json
llp9b__privateshared__letter-number__instance_00000,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,letter-number,instance_00000,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/letter-number/instance_00000/interactions.json
qwen27b__privateshared__letter-number__instance_00000,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,letter-number,instance_00000,games_final/clem_indomain/qwen3.5-27b/privateshared/letter-number/instance_00000/interactions.json
cityuol2b__privateshared__letter-number__instance_00004,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,letter-number,instance_00004,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/letter-number/instance_00004/interactions.json
dair2b__privateshared__letter-number__instance_00004,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,letter-number,instance_00004,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/letter-number/instance_00004/interactions.json
llp9b__privateshared__letter-number__instance_00004,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,letter-number,instance_00004,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/letter-number/instance_00004/interactions.json
qwen27b__privateshared__letter-number__instance_00004,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,letter-number,instance_00004,games_final/clem_indomain/qwen3.5-27b/privateshared/letter-number/instance_00004/interactions.json
cityuol2b__privateshared__letter-number__instance_00009,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,letter-number,instance_00009,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/letter-number/instance_00009/interactions.json
dair2b__privateshared__letter-number__instance_00009,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,letter-number,instance_00009,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/letter-number/instance_00009/interactions.json
llp9b__privateshared__letter-number__instance_00009,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,letter-number,instance_00009,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/letter-number/instance_00009/interactions.json
qwen27b__privateshared__letter-number__instance_00009,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,letter-number,instance_00009,games_final/clem_indomain/qwen3.5-27b/privateshared/letter-number/instance_00009/interactions.json
cityuol2b__privateshared__restaurant__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,restaurant,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/restaurant/instance_00003/interactions.json
dair2b__privateshared__restaurant__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,restaurant,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/restaurant/instance_00003/interactions.json
llp9b__privateshared__restaurant__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,restaurant,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/restaurant/instance_00003/interactions.json
qwen27b__privateshared__restaurant__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,restaurant,instance_00003,games_final/clem_indomain/qwen3.5-27b/privateshared/restaurant/instance_00003/interactions.json
cityuol2b__privateshared__restaurant__instance_00007,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,restaurant,instance_00007,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/restaurant/instance_00007/interactions.json
dair2b__privateshared__restaurant__instance_00007,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,restaurant,instance_00007,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/restaurant/instance_00007/interactions.json
llp9b__privateshared__restaurant__instance_00007,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,restaurant,instance_00007,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/restaurant/instance_00007/interactions.json
qwen27b__privateshared__restaurant__instance_00007,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,restaurant,instance_00007,games_final/clem_indomain/qwen3.5-27b/privateshared/restaurant/instance_00007/interactions.json
cityuol2b__privateshared__things-places__instance_00000,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,things-places,instance_00000,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/things-places/instance_00000/interactions.json
dair2b__privateshared__things-places__instance_00000,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,things-places,instance_00000,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/things-places/instance_00000/interactions.json
llp9b__privateshared__things-places__instance_00000,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,things-places,instance_00000,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/things-places/instance_00000/interactions.json
qwen27b__privateshared__things-places__instance_00000,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,things-places,instance_00000,games_final/clem_indomain/qwen3.5-27b/privateshared/things-places/instance_00000/interactions.json
cityuol2b__privateshared__things-places__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,things-places,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/things-places/instance_00003/interactions.json
dair2b__privateshared__things-places__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,things-places,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/things-places/instance_00003/interactions.json
llp9b__privateshared__things-places__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,things-places,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/things-places/instance_00003/interactions.json
qwen27b__privateshared__things-places__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,things-places,instance_00003,games_final/clem_indomain/qwen3.5-27b/privateshared/things-places/instance_00003/interactions.json
cityuol2b__privateshared__things-places__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,things-places,instance_00005,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/things-places/instance_00005/interactions.json
dair2b__privateshared__things-places__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,things-places,instance_00005,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/things-places/instance_00005/interactions.json
llp9b__privateshared__things-places__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,things-places,instance_00005,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/things-places/instance_00005/interactions.json
qwen27b__privateshared__things-places__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,things-places,instance_00005,games_final/clem_indomain/qwen3.5-27b/privateshared/things-places/instance_00005/interactions.json
cityuol2b__privateshared__travel-booking__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,travel-booking,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/travel-booking/instance_00003/interactions.json
dair2b__privateshared__travel-booking__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,travel-booking,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/travel-booking/instance_00003/interactions.json
llp9b__privateshared__travel-booking__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,travel-booking,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/travel-booking/instance_00003/interactions.json
qwen27b__privateshared__travel-booking__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,travel-booking,instance_00003,games_final/clem_indomain/qwen3.5-27b/privateshared/travel-booking/instance_00003/interactions.json
cityuol2b__privateshared__travel-booking__instance_00005,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,privateshared,travel-booking,instance_00005,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/privateshared/travel-booking/instance_00005/interactions.json
dair2b__privateshared__travel-booking__instance_00005,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,privateshared,travel-booking,instance_00005,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/privateshared/travel-booking/instance_00005/interactions.json
llp9b__privateshared__travel-booking__instance_00005,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,privateshared,travel-booking,instance_00005,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/privateshared/travel-booking/instance_00005/interactions.json
qwen27b__privateshared__travel-booking__instance_00005,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,privateshared,travel-booking,instance_00005,games_final/clem_indomain/qwen3.5-27b/privateshared/travel-booking/instance_00005/interactions.json
cityuol2b__referencegame__letter_grids__instance_00003,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,letter_grids,instance_00003,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/letter_grids/instance_00003/interactions.json
dair2b__referencegame__letter_grids__instance_00003,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,letter_grids,instance_00003,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/letter_grids/instance_00003/interactions.json
llp9b__referencegame__letter_grids__instance_00003,llp9b,LLP: Large Language Problems__qwen3.5-9b__llp-final,LLP: Large Language Problems__qwen3.5-9b__llp-final,clem_indomain,referencegame,letter_grids,instance_00003,games_final/clem_indomain/LLP: Large Language Problems__qwen3.5-9b__llp-final/referencegame/letter_grids/instance_00003/interactions.json
qwen27b__referencegame__letter_grids__instance_00003,qwen27b,qwen3.5-27b,qwen3.5-27b,clem_indomain,referencegame,letter_grids,instance_00003,games_final/clem_indomain/qwen3.5-27b/referencegame/letter_grids/instance_00003/interactions.json
cityuol2b__referencegame__letter_grids__instance_00008,cityuol2b,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1,clem_indomain,referencegame,letter_grids,instance_00008,games_final/clem_indomain/CityUoL__qwen3.5-2b__Qwen-GuidePlay-2B-v1/referencegame/letter_grids/instance_00008/interactions.json
dair2b__referencegame__letter_grids__instance_00008,dair2b,DAIR__qwen3.5-2b__sft-dpo-v2,DAIR__qwen3.5-2b__sft-dpo-v2,clem_indomain,referencegame,letter_grids,instance_00008,games_final/clem_indomain/DAIR__qwen3.5-2b__sft-dpo-v2/referencegame/letter_grids/instance_00008/interactions.json
